Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g)
Easy Key Lime Pie,8,45,https://www.foodista.com/recipe/H7JT66DF/easy-key-lime-pie,https://img.spoonacular.com/recipes/642003-556x370.jpg,480.59,31.88,19.0,44.47
Yogurt Parfait,2,15,https://www.afrolems.com/2016/08/06/yogurt-parfait-recipe/,https://img.spoonacular.com/recipes/796873-556x370.jpg,554.16,11.56,1.65,94.62
Peach Pie,6,45,https://www.foodista.com/recipe/V45YG86D/peach-pie,https://img.spoonacular.com/recipes/655145-556x370.jpg,547.38,37.08,19.96,45.3
Chocolate Cherry Cheesecake,6,45,http://www.foodista.com/recipe/YPZN3Z4H/chocolate-cherry-cheesecake,https://img.spoonacular.com/recipes/638893-556x370.jpg,781.41,46.04,25.74,70.24
Braid sweet citrus flavored licorice,4,45,https://www.foodista.com/recipe/6W3CR35X/braid-sweet-citrus-flavored-licorice,https://img.spoonacular.com/recipes/635786-556x370.jpg,768.78,51.37,14.72,69.63
Spare Ribs,3,45,https://www.foodista.com/recipe/M86P5G7L/spare-ribs,https://img.spoonacular.com/recipes/660884-556x370.jpg,772.7,59.48,16.7,24.42
Dried Cherry-Almond Scones,16,45,http://www.foodista.com/recipe/5434SY2K/dried-cherry-almond-scones,https://img.spoonacular.com/recipes/641650-556x370.jpg,216.83,7.39,3.11,32.1
Boiled Egg Curry,2,45,https://www.foodista.com/recipe/64SQ5YPT/boiled-egg-curry,https://img.spoonacular.com/recipes/635601-556x370.jpg,514.96,39.95,5.5,25.49
"Spinach, Tomato & Onion Couscous",3,45,https://www.foodista.com/recipe/SVZDH8S4/spinach-tomato-onion-couscous,https://img.spoonacular.com/recipes/661365-556x370.jpg,565.37,24.24,5.22,78.51
Valentine's Chicken Marsala,3,45,https://www.foodista.com/recipe/HVSZQZWG/valentine-s-chicken-marsala,https://img.spoonacular.com/recipes/664270-556x370.jpg,663.56,22.02,10.6,58.08
Strawberry and Nutella Cobbler,3,45,https://www.pinkwhen.com/strawberry-and-nutella-cobbler/,https://img.spoonacular.com/recipes/715378-556x370.jpg,615.12,26.02,17.27,89.94
Chinese Potstickers,24,45,https://www.foodista.com/recipe/GNBC6TDX/chinese-potstickers,https://img.spoonacular.com/recipes/638693-556x370.jpg,135.09,4.74,1.11,18.27
Linefish Simmered In A Spiced Coconut Gravy,4,45,https://www.foodista.com/recipe/LHQTWRGL/linefish-simmered-in-a-spiced-coconut-gravy,https://img.spoonacular.com/recipes/650112-556x370.jpg,693.29,46.08,20.58,21.58
Autumn Cheesecake,8,45,https://www.foodista.com/recipe/2HQGVX53/autumn-cheesecake,https://img.spoonacular.com/recipes/633091-556x370.jpg,360.26,19.13,9.51,47.0
White Chocolate Raspberry Brie Cups,15,20,https://www.foodista.com/recipe/ZSNXT7F6/white-chocolate-raspberry-brie-cups,https://img.spoonacular.com/recipes/665193-556x370.jpg,53.69,2.2,1.04,7.78
Balsamic-Honey Chicken Drumsticks,8,45,http://www.foodista.com/recipe/VV27WS4C/balsamic-honey-chicken-drumsticks,https://img.spoonacular.com/recipes/633955-556x370.jpg,300.64,9.83,2.47,35.42
Mixed Paella,8,45,https://www.foodista.com/recipe/W5RRXF6W/mixed-paella,https://img.spoonacular.com/recipes/652134-556x370.jpg,394.09,10.46,5.16,45.69
Pork chops with cider and spinach,4,30,http://www.foodista.com/recipe/TRQ4KBB5/pork-chops-with-cider-and-spinach,https://img.spoonacular.com/recipes/656746-556x370.jpg,528.5,32.22,12.56,19.47
Thai Shrimp,4,45,http://www.foodista.com/recipe/R35HC6C4/thai-shrimp,https://img.spoonacular.com/recipes/663151-556x370.jpg,354.75,7.31,1.83,43.87
Chicken with White Wine Tarragon Cream Sauce,4,45,https://www.foodista.com/recipe/KTPC33HB/chicken-and-cream-sauce,https://img.spoonacular.com/recipes/638455-556x370.jpg,627.74,43.88,22.08,14.79
Superbowl Chili,8,45,https://www.foodista.com/recipe/DMQTR5ZC/superbowl-chili,https://img.spoonacular.com/recipes/662376-556x370.jpg,661.69,32.58,11.79,28.56
Steamed Artichokes With Roasted Red Pepper Aioli,4,45,https://www.foodista.com/recipe/JX47V2Y4/steamed-artichokes-with-roasted-red-pepper-aioli,https://img.spoonacular.com/recipes/661544-556x370.jpg,219.7,15.28,2.21,17.92
Dulce De Leche,4,45,https://www.foodista.com/recipe/LFYLDRK4/dulce-de-leche,https://img.spoonacular.com/recipes/641723-556x370.jpg,433.64,8.0,4.4,86.06
Fresh Tomato Mozzarella Side Salad,8,15,https://www.foodista.com/recipe/D2XV3M76/fresh-tomato-mozzarella-salad,https://img.spoonacular.com/recipes/643633-556x370.jpg,212.09,15.5,7.85,5.0
Avocado and Orange Salad With Orange-Ginger Dressing,4,45,https://www.foodista.com/recipe/YPMB288Y/avocado-and-orange-salad-with-orange-ginger-dressing,https://img.spoonacular.com/recipes/633126-556x370.jpg,501.49,40.33,5.77,39.22
Appetizing Apple and Almond Soup,4,45,https://www.foodista.com/recipe/Z78YK567/appetizing-apple-and-almond-soup,https://img.spoonacular.com/recipes/632449-556x370.jpg,175.96,6.73,3.55,30.01
Scotch Eggs,8,45,https://www.foodista.com/recipe/SD57XNHR/scotch-eggs,https://img.spoonacular.com/recipes/659581-556x370.jpg,296.48,20.47,6.7,10.07
Julia Child's Boeuf Bourguignon,8,180,https://www.foodista.com/recipe/7HGJ2KZ3/julia-child-s-boeuf-bourguignon,https://img.spoonacular.com/recipes/648636-556x370.jpg,745.88,27.78,10.71,53.14
Gluten Free Onion Rings,4,45,https://www.foodista.com/recipe/L5CSWWPM/gluten-free-onion-rings,https://img.spoonacular.com/recipes/644846-556x370.jpg,384.44,21.91,4.55,40.89
Cherry Jello Poke Cake,18,45,https://www.foodista.com/recipe/3N5GD8Q6/cherry-jello-poke-cake,https://img.spoonacular.com/recipes/637767-556x370.jpg,143.56,1.69,0.92,30.78
Hard-Boiled Egg Gratin In A Bechamel Sauce,3,45,https://www.foodista.com/recipe/TZZFHX8J/hard-boiled-egg-gratin-in-a-bechamel-sauce,https://img.spoonacular.com/recipes/646302-556x370.jpg,386.64,28.15,14.87,13.54
Honey Ginger Lemon Iced Tea,1,45,https://www.afrolems.com/2015/06/24/honey-ginger-lemon-iced-tea/,https://img.spoonacular.com/recipes/716301-556x370.jpg,144.58,0.18,0.04,39.25
La Bella Italian Turkey Burger,4,30,https://www.foodista.com/recipe/PLJM7MZK/la-bella-burger,https://img.spoonacular.com/recipes/649141-556x370.jpg,845.75,51.4,15.72,33.43
Creamy Mushroom Soup ~ with a “Kick”,8,45,https://www.foodista.com/recipe/7PHPCY4V/creamy-mushroom-soup-with-a-kick,https://img.spoonacular.com/recipes/640663-556x370.jpg,414.49,33.21,11.35,15.55
Easy Pork Chops on Stuffing,6,45,https://www.foodista.com/recipe/JFQTBKWG/easy-stuffed-pork-chops,https://img.spoonacular.com/recipes/642113-556x370.jpg,375.62,16.52,7.21,22.41
Lamb & Sweet Potato Pot Pie,8,45,https://www.foodista.com/recipe/4YLB3GZ3/lamb-sweet-potato-pot-pie,https://img.spoonacular.com/recipes/649178-556x370.jpg,961.25,64.04,23.74,70.27
Broccoli and Cheese Phyllo Pie,8,45,https://www.foodista.com/recipe/6ZTLMS7C/broccoli-and-cheese-phyllo-pie,https://img.spoonacular.com/recipes/636158-556x370.jpg,253.36,20.29,10.69,3.95
Boneless Buffalo Strips,8,45,https://www.foodista.com/recipe/Q7TVWWX2/boneless-buffalo-strips,https://img.spoonacular.com/recipes/635657-556x370.jpg,199.42,6.39,3.06,16.83
No Fuss Sunday Slow-Cooker Balsamic Pot Roast,4,45,https://www.foodista.com/recipe/PRVZVFHW/no-fuss-sunday-slow-cooker-balsamic-pot-roast,https://img.spoonacular.com/recipes/653162-556x370.jpg,567.52,32.64,14.32,12.37
Apple Roasted Pork Loin,6,45,https://www.foodista.com/recipe/BVKG5VJM/apple-roasted-pork-loin,https://img.spoonacular.com/recipes/632590-556x370.jpg,512.23,16.57,3.88,39.61
Apple Walnut Brownies,10,75,https://www.foodista.com/recipe/N6KNP37Q/apple-walnut-brownies,https://img.spoonacular.com/recipes/632611-556x370.jpg,402.49,33.41,18.26,26.65
Strawberry and Chocolate Chip Panini,1,45,https://www.foodista.com/recipe/K56CFWZB/strawberry-and-chocolate-chip-panini,https://img.spoonacular.com/recipes/661741-556x370.jpg,523.0,17.82,2.81,78.13
Escarole & Beans,4,45,https://www.foodista.com/recipe/68ZDS47T/escarole-beans,https://img.spoonacular.com/recipes/642453-556x370.jpg,514.54,19.45,6.63,60.3
Spicy Chicken with Salsa Verde,6,45,https://www.foodista.com/recipe/J2MM37RF/spicy-chicken-with-salsa-verde,https://img.spoonacular.com/recipes/661059-556x370.jpg,397.68,22.99,7.55,37.94
Italian Beef Braciole,4,45,https://www.foodista.com/recipe/JTJX52B4/italian-beef-braciole,https://img.spoonacular.com/recipes/648048-556x370.jpg,620.06,31.41,8.01,41.26
Sweet Potato Hashbrown Breakfast Bake,4,70,https://www.foodista.com/recipe/F54STY4M/sweet-potato-hashbrown-breakfast-bake,https://img.spoonacular.com/recipes/662581-556x370.jpg,332.38,20.77,4.71,27.75
Buffalo Wing Hummus,8,45,https://www.foodista.com/recipe/TKRJW6HH/buffalo-wing-hummus-with-lime-chips,https://img.spoonacular.com/recipes/636422-556x370.jpg,37.21,0.68,0.07,6.5
Kale and Chickpea Soup with Lemon,4,45,https://www.foodista.com/recipe/K6L4ZKXP/kale-and-chickpea-soup-with-lemon,https://img.spoonacular.com/recipes/648713-556x370.jpg,290.33,14.76,5.48,25.95
Wholemeal Cake,4,45,https://www.foodista.com/recipe/JDYXYDJY/wholemeal-cake,https://img.spoonacular.com/recipes/665303-556x370.jpg,362.2,14.23,1.08,44.39
Butternut Squash Gnocchi With Whiskey Cream Sauce,4,45,https://www.foodista.com/recipe/PVYSZMS6/butternut-squash-gnocchi-with-whiskey-cream-sauce,https://img.spoonacular.com/recipes/636599-556x370.jpg,539.13,23.06,13.26,38.37
Pan Seared Lamb Loin With Chimichurri & Roasted Trio Squash Salad With Goat Cheese and Pinenuts,4,45,https://www.foodista.com/recipe/46RBKQJ7/pan-seared-lamb-loin-with-chimmichurri-roasted-trio-squash-salad-with-goat-cheese-and-pinenuts,https://img.spoonacular.com/recipes/654432-556x370.jpg,491.85,43.3,14.74,6.67
Almost Guilt Free Mac and Cheese,8,45,https://www.foodista.com/recipe/PKMRS8DL/almost-guilt-free-mac-and-cheese,https://img.spoonacular.com/recipes/632213-556x370.jpg,585.11,30.93,15.47,38.12
Cheesy Cowboy Quesadillas,4,10,https://www.pinkwhen.com/cheesy-cowboy-quesadillas-recipe/,https://img.spoonacular.com/recipes/732255-556x370.jpg,516.15,27.71,14.63,41.05
"Garlic and Herb Pork Roast With Potatoes, Wilted Spinach, and Cooling Cucumber Cream",10,45,https://www.foodista.com/recipe/NMVMGXHH/garlic-and-herb-pork-roast-with-potatoes-wilted-spinach-and-cooling-cucumber-cream,https://img.spoonacular.com/recipes/644227-556x370.jpg,479.13,21.67,4.53,25.34
Ahi Tuna Ceviche,3,45,https://www.foodista.com/recipe/7FBJ3QLN/ahi-tuna-ceviche,https://img.spoonacular.com/recipes/632021-556x370.jpg,117.3,4.41,0.94,2.77
Healthy Black Forest Baked Oatmeal,3,45,https://www.foodista.com/recipe/KHN7KKGJ/healthy-black-forest-baked-oatmeal,https://img.spoonacular.com/recipes/646442-556x370.jpg,259.51,8.42,3.35,42.23
Ancho Chipotle Chili,2,75,https://spoonacular.com/-1409557476964,https://img.spoonacular.com/recipes/610281-556x370.jpg,697.53,42.69,15.78,40.64
Chicken En Papillote With Basil and Cherry Tomatoes,1,45,https://www.foodista.com/recipe/GY4BZ7SZ/chicken-en-papillote-with-basil-and-cherry-tomatoes,https://img.spoonacular.com/recipes/638071-556x370.jpg,434.34,31.08,4.54,8.32
Upside Down Chicken Cake,20,45,https://www.foodista.com/recipe/YVHT6RHD/upside-down-chicken-cake,https://img.spoonacular.com/recipes/664244-556x370.jpg,210.07,9.19,2.32,22.76
Easy Ginger Beef Broccoli,4,45,http://www.foodista.com/recipe/VGNCTK3S/easy-ginger-beef-broccoli,https://img.spoonacular.com/recipes/641975-556x370.jpg,384.5,11.88,3.65,19.22
"Chocolate, Pb and Banana Oats",2,45,http://www.foodista.com/recipe/DK3ZNB3L/chocolate-pb-and-banana-oats,https://img.spoonacular.com/recipes/639249-556x370.jpg,214.62,3.93,0.92,39.14
Simple Skillet Lasagna,5,35,https://www.pinkwhen.com/skillet-lasagna/,https://img.spoonacular.com/recipes/715573-556x370.jpg,761.2,46.2,16.59,58.45
Japanese Mabo Tofu With Eggplant,4,45,https://www.foodista.com/recipe/7GMSDHPD/japanese-mabo-tofu-with-eggplant,https://img.spoonacular.com/recipes/648479-556x370.jpg,397.26,28.11,7.65,16.16
Garlic-Butter Naan,4,45,https://www.foodista.com/recipe/6BPCGSNT/garlic-butter-naan,https://img.spoonacular.com/recipes/644376-556x370.jpg,461.89,21.67,5.22,56.13
Liz's Lomo Saltado,4,45,https://www.foodista.com/recipe/BD7L33QN/lizs-lomo-saltado,https://img.spoonacular.com/recipes/650225-556x370.jpg,41.66,0.37,0.07,8.06
Valentine's Day Potted Plant Ice-Cream Desserts,5,45,https://www.foodista.com/recipe/2GZ5DQ3F/valentine-s-day-potted-plant-ice-cream-desserts,https://img.spoonacular.com/recipes/664273-556x370.jpg,136.77,6.94,1.55,17.31
"Skillet Sweet Potato Casserole with Bacon, Brown Sugar Crumble",6,50,https://www.pinkwhen.com/skillet-sweet-potato-casserole-with-bacon-brown-sugar-crumble/,https://img.spoonacular.com/recipes/1043339-556x370.jpg,351.45,22.38,5.66,33.73
Fresh Peach With Goat Cheese Side Salad,4,15,https://www.foodista.com/recipe/JG686NKL/fresh-peach-with-goat-cheese-salad,https://img.spoonacular.com/recipes/643561-556x370.jpg,185.51,6.59,4.18,27.07
Chicken thighs wrapped in prosciutto,3,45,http://www.foodista.com/recipe/NJJ7QPLQ/chicken-thighs-wrapped-in-prosciutto,https://img.spoonacular.com/recipes/638385-556x370.jpg,340.7,15.72,4.47,1.52
Vegan Chocolate Banana Pie,6,45,https://www.foodista.com/recipe/GL3CS5WF/vegan-chocolate-banana-pie,https://img.spoonacular.com/recipes/664408-556x370.jpg,344.54,17.5,8.21,48.32
Sun Dried Tomato Stuffed Mushrooms,8,45,https://www.foodista.com/recipe/TBCHWF2Y/stuffed-mushrooms,https://img.spoonacular.com/recipes/662285-556x370.jpg,228.51,16.39,8.53,12.46
"Impossible"" Coconut Pie",10,45,https://www.foodista.com/recipe/CBTKCKX4/impossible-coconut-pie,https://img.spoonacular.com/recipes/631785-556x370.jpg,305.7,15.76,11.37,39.21
Lavender Tea With Lemon French Macarons,20,45,https://www.foodista.com/recipe/ST2LF54Z/lavender-tea-with-lemon-french-macarons,https://img.spoonacular.com/recipes/649328-556x370.jpg,61.06,2.11,0.15,9.64
Delicious Limeade Triple Berry Smoothies,2,10,https://www.pinkwhen.com/triple-berry-limeade-smoothies/,https://img.spoonacular.com/recipes/704655-556x370.jpg,258.25,4.35,0.33,51.19
Peppery Absorption-Cooked Red-Wine Capellini,4,45,https://www.foodista.com/recipe/7H36QLRW/peppery-absorption-cooked-red-wine-capellini,https://img.spoonacular.com/recipes/655706-556x370.jpg,680.79,13.4,2.07,108.23
summer vegetable pizza,4,45,https://www.foodista.com/recipe/H4FD2GWH/summer-vegetable-pizza,https://img.spoonacular.com/recipes/662264-556x370.jpg,613.84,20.42,9.71,84.67
Delightful Kale and Cabbage Slaw,6,45,https://www.foodista.com/recipe/RLKY3W3V/delightful-kale-and-cabbage-slaw,https://img.spoonacular.com/recipes/641422-556x370.jpg,114.33,7.78,1.09,10.53
Classic Greek Moussaka,4,45,https://www.foodista.com/recipe/LPXBFBVS/classic-greek-moussaka,https://img.spoonacular.com/recipes/639606-556x370.,847.48,52.44,21.64,55.85
Gluten Free Fruit Stuffed Turkey Breast with Hibiscus Sauce,4,45,http://www.foodista.com/recipe/TG5HY8N2/gluten-free-fruit-stuffed-turkey-breast-with-hibiscus-sauce,https://img.spoonacular.com/recipes/644828-556x370.jpg,466.09,10.73,4.62,48.99
Fenugreek Roti,10,45,https://www.foodandspice.com/2012/07/fenugreek-roti.html,https://img.spoonacular.com/recipes/716202-556x370.jpg,79.58,1.55,0.33,12.53
