Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g)
Maple-Glazed Apple Cookies,18,45,https://www.foodista.com/recipe/ZCJS73TL/maple-glazed-apple-cookies,https://img.spoonacular.com/recipes/650939-556x370.jpg,181.39,5.63,3.41,31.46
New Orleans Red Beans and Rice with Andouille Sausage,6,45,https://www.foodista.com/recipe/J2ZZ6BQR/new-orleans-red-beans-and-rice,https://img.spoonacular.com/recipes/653055-556x370.jpg,932.54,41.3,12.9,90.75
Jumbo Blueberry Muffins,6,45,https://www.foodista.com/recipe/55TXG6BL/jumbo-blueberry-muffins,https://img.spoonacular.com/recipes/648647-556x370.jpg,761.96,58.24,31.81,57.36
Pear and Walnut Coffee Cake,10,45,https://www.foodista.com/recipe/N3KQXPJY/pear-and-walnut-coffee-cake,https://img.spoonacular.com/recipes/655406-556x370.jpg,444.1,24.95,10.69,51.54
Grilled Chicken with Sateay Sauce,4,45,https://www.foodista.com/recipe/RKXLQ8SZ/grilled-chicken-with-sateay-sauce,https://img.spoonacular.com/recipes/645671-556x370.jpg,676.79,37.67,6.69,28.5
Eggplant Fries with Tzatziki Sauce,2,45,https://www.foodista.com/recipe/5SLKJT3S/eggplant-fries-with-tzatziki-sauce,https://img.spoonacular.com/recipes/642287-556x370.jpg,295.33,5.68,1.7,48.61
"Red, White, and Blue Fruit Salsa",12,45,https://www.foodista.com/recipe/KYTMFXB6/red-white-and-blue-fruit-salsa,https://img.spoonacular.com/recipes/658129-556x370.jpg,84.12,3.06,2.42,14.83
The Best Mashed Potatoes,8,20,https://www.pinkwhen.com/best-mashed-potatoes/,https://img.spoonacular.com/recipes/1022743-556x370.jpg,188.52,18.76,11.09,3.19
Maple Glazed Bacon Wrapped Pork Tenderloin,4,45,https://www.foodista.com/recipe/ZTJ2G6V8/maple-glazed-bacon-wrapped-pork-tenderloin,https://img.spoonacular.com/recipes/650901-556x370.jpg,307.86,17.77,5.95,27.75
Loquat Pie,8,45,https://www.foodista.com/recipe/RM6FKHHJ/loquat-pie,https://img.spoonacular.com/recipes/650325-556x370.jpg,48.03,0.18,0.03,12.1
"Butternut Squash, Arugula and Goat Cheese Quinoa",4,45,https://www.foodista.com/recipe/CB6CM523/butternut-squash-arugula-and-goat-cheese-quinoa,https://img.spoonacular.com/recipes/636608-556x370.jpg,492.21,23.9,4.67,57.7
Lamb Burgers With Tzatziki Sauce,4,45,http://www.foodista.com/recipe/QLMYDMY6/lamb-burgers-with-tzatziki-sauce,https://img.spoonacular.com/recipes/649195-556x370.jpg,616.69,36.94,13.38,31.82
Banana Blueberry Pancakes,8,45,https://www.foodista.com/recipe/K65SYB3F/banana-blueberry-pancakes,https://img.spoonacular.com/recipes/633998-556x370.jpg,173.69,9.81,7.09,19.5
Grilled Lemon Garlic Chicken,4,45,https://www.foodista.com/recipe/Y7V8XVZ7/grilled-lemon-garlic-chicken,https://img.spoonacular.com/recipes/645753-556x370.jpg,389.58,19.58,3.2,3.01
Chèvre With Sautéed Grapes,4,45,https://www.foodista.com/recipe/37LG4HNY/ch-vre-with-saut-ed-grapes,https://img.spoonacular.com/recipes/637814-556x370.jpg,254.4,19.11,9.28,11.18
Linefish Simmered In A Spiced Coconut Gravy,4,45,https://www.foodista.com/recipe/LHQTWRGL/linefish-simmered-in-a-spiced-coconut-gravy,https://img.spoonacular.com/recipes/650112-556x370.jpg,693.29,46.08,20.58,21.58
Beans With Smoked Pork Hock,4,45,https://www.foodista.com/recipe/6QSJ6B7N/beans-with-smoked-pork-hock,https://img.spoonacular.com/recipes/634548-556x370.jpg,107.78,0.86,0.09,22.88
"Watermelon, Kiwi, Apple and Frozen Banana Smoothie",3,45,https://www.foodista.com/recipe/LDFFHSFG/watermelon-kiwi-apple-and-frozen-banana-smoothie,https://img.spoonacular.com/recipes/665040-556x370.jpg,77.31,0.37,0.07,19.38
Rocky Road Rice Krispie Treats,24,45,http://www.foodista.com/recipe/B6CZP8TL/rocky-road-rice-krispie-treats,https://img.spoonacular.com/recipes/658727-556x370.jpg,122.69,6.16,2.16,8.72
"Watermelon Popsicles with Mint, Basil & Lime",8,45,http://www.foodista.com/recipe/DVBZGTMM/watermelon-popsicles-with-mint-basil-lime,https://img.spoonacular.com/recipes/665029-556x370.jpg,25.32,0.13,0.01,6.47
Square Deviled Eggs,6,45,https://www.foodista.com/recipe/2Y8X7NKY/square-deviled-eggs,https://img.spoonacular.com/recipes/661447-556x370.jpg,211.6,14.7,5.32,0.07
Cabbage and sausages in beer,3,45,http://www.foodista.com/recipe/WQHP762Y/cabbage-and-sausages-in-beer,https://img.spoonacular.com/recipes/636641-556x370.jpg,538.82,40.68,10.93,29.06
Vanilla Panna Cotta with Chocolate Ganache,8,45,https://www.foodista.com/recipe/RHHSKBJQ/vanilla-panna-cotta-with-chocolate-ganache,https://img.spoonacular.com/recipes/664327-556x370.jpg,13.13,0.58,0.28,0.87
Broccoli Oatmeal Breakfast Casserole,4,45,https://www.foodista.com/recipe/J33PTBPD/broccoli-oatmeal-breakfast-casserole,https://img.spoonacular.com/recipes/636199-556x370.jpg,271.22,11.31,2.61,31.61
Curry Leaves Potato Chips,3,45,https://www.foodista.com/recipe/S6M8SF2T/curry-leaves-potato-chips,https://img.spoonacular.com/recipes/641122-556x370.jpg,177.47,3.24,0.3,34.5
Easy Baked Parmesan Chicken,4,45,https://www.foodista.com/recipe/KVKJYVHX/easy-parmesan-chicken,https://img.spoonacular.com/recipes/641836-556x370.jpg,496.99,20.03,8.76,15.48
Authentic Mexican Wedding Cookies,48,45,https://www.foodista.com/recipe/5GZRBH3M/authentic-mexican-wedding-cookies,https://img.spoonacular.com/recipes/633082-556x370.jpg,86.91,5.35,2.56,9.28
