Title,Servings,Ready in (minutes),Source URL,Image,Calories,Carbs (g),Fat (g),Protein (g)
Parmesan Polenta,1,45,https://www.foodista.com/recipe/XQ2V47H4/parmesan-polenta,https://img.spoonacular.com/recipes/654681-556x370.jpg,836.78,29.79,15.7,101.06
Carrot and Cabbage Salad With Coriander+cumin Dry Rub,1,25,https://www.foodista.com/recipe/MB7NYM87/carrot-and-cabbage-salad-with-coriandercumin-dry-rub,https://img.spoonacular.com/recipes/637162-556x370.jpg,222.26,10.22,1.12,32.14
Lemon and pepper veal cutlets,4,45,https://www.foodista.com/recipe/T6P6JZLC/lemon-and-pepper-veal-cutlets,https://img.spoonacular.com/recipes/649502-556x370.jpg,698.26,57.95,29.35,7.52
"Basil, Olive and Feta Foccacia",8,45,https://www.foodista.com/recipe/33CWWLYH/basil-olive-and-feta-foccacia,https://img.spoonacular.com/recipes/634441-556x370.jpg,341.16,12.54,4.84,46.59
Swordfish with Orange Caramel Sauce,4,45,https://www.foodista.com/recipe/P3YJ6CW3/swordfish-with-orange-caramel-sauce,https://img.spoonacular.com/recipes/662694-556x370.jpg,669.56,38.22,19.16,37.59
Mini frittatas with quinoa,24,45,https://www.foodista.com/recipe/QQ7HS5BT/mini-frittatas-with-quinoa,https://img.spoonacular.com/recipes/651958-556x370.jpg,36.5,2.07,1.02,1.61
Lemon Bars,24,45,http://www.foodista.com/recipe/CWRD34NV/lemon-bars,https://img.spoonacular.com/recipes/649514-556x370.jpg,149.33,7.28,3.17,18.09
2 Minute Chocolate Yum,1,45,https://www.foodista.com/recipe/T5MQJ5WP/2-minute-chocolate-yum,https://img.spoonacular.com/recipes/631849-556x370.jpg,875.15,51.36,7.24,95.04
Easy Vegetable Beef Soup,8,150,https://www.pinkwhen.com/vegetable-beef-stew-recipe/,https://img.spoonacular.com/recipes/715447-556x370.jpg,565.84,19.15,7.71,55.76
PB Cup Stuffed Brownie Bites,60,45,https://www.foodista.com/recipe/FBGYKLGX/pb-cup-stuffed-brownie-bites,https://img.spoonacular.com/recipes/655043-556x370.jpg,148.67,6.99,2.44,20.08
Blackberry Walnut Cookies,20,45,https://www.foodista.com/recipe/PKZZ8KZT/blackberry-walnut-cookies,https://img.spoonacular.com/recipes/635248-556x370.jpg,142.43,6.21,1.82,20.22
Shredded Roast Beef Stuffed Sweet Potatoes (Whole 30 & PALEO),5,490,https://www.pinkwhen.com/shredded-roast-beef-stuffed-sweet-potatoes/,https://img.spoonacular.com/recipes/1044252-556x370.jpg,485.5,9.3,3.45,54.57
Red Velvet Cupcake,24,45,https://www.foodista.com/recipe/2MQJTPWZ/red-velvet-cupcake,https://img.spoonacular.com/recipes/658108-556x370.jpg,371.57,17.46,10.57,52.14
Halloween Mocha Cupcakes,12,45,http://www.foodista.com/recipe/LBCYX5KF/halloween-mocha-cupcakes,https://img.spoonacular.com/recipes/646138-556x370.jpg,381.55,22.32,14.6,41.68
Trout wrapped in bacon,4,45,https://www.foodista.com/recipe/BTXLJDFN/trout-wrapped-in-bacon,https://img.spoonacular.com/recipes/663879-556x370.jpg,519.15,34.8,10.73,1.48
Lemon and Strawberry Loaf,8,45,https://www.foodista.com/recipe/4QX66SGC/lemon-and-strawberry-loaf,https://img.spoonacular.com/recipes/649504-556x370.jpg,319.53,15.52,9.49,41.95
Italian Tomato and Mozzarella Caprese,4,45,https://www.foodista.com/recipe/MK4TM4WZ/italian-tomato-and-mozzarella-caprese,https://img.spoonacular.com/recipes/648275-556x370.jpg,269.15,13.78,1.91,9.39
Chicken-Tortilla Chip Soup,8,45,https://www.foodista.com/recipe/CGYQCRH6/chicken-tortilla-chip-soup,https://img.spoonacular.com/recipes/638488-556x370.jpg,137.0,3.01,0.67,1.66
Ham and Red Bean Soup,6,45,https://www.foodista.com/recipe/QLB7JVJP/ham-and-red-bean-soup,https://img.spoonacular.com/recipes/646185-556x370.jpg,236.48,5.88,1.18,28.61
Caramelized cranberries coconut pancakes,5,45,https://www.foodista.com/recipe/44ZRT4MN/caramelized-cranberries-coconut-pancakes,https://img.spoonacular.com/recipes/637055-556x370.jpg,433.26,26.64,21.69,38.96
Spinach pie with home made dough,10,45,https://www.foodista.com/recipe/47F2GTPW/spinach-pie-with-home-made-dough,https://img.spoonacular.com/recipes/661323-556x370.jpg,315.5,17.84,10.0,28.81
Roasted Lemon Pepper Pork Tenderloin with Cornbread Stuffing,4,90,https://www.pinkwhen.com/roasted-lemon-pepper-pork-tenderloin-cornbread-stuffing/,https://img.spoonacular.com/recipes/729531-556x370.jpg,705.39,25.05,10.69,71.71
Simple lentil soup,3,180,http://www.foodista.com/recipe/L8YNT78S/simple-lentil-soup,https://img.spoonacular.com/recipes/660109-556x370.jpg,261.7,14.47,2.01,24.6
Caramelized Tofu & Gala Apple Salad,2,45,https://www.foodista.com/recipe/SRNHDHGT/caramelized-tofu-gala-apple-salad,https://img.spoonacular.com/recipes/637067-556x370.jpg,380.42,20.71,5.15,32.61
Chocolate Chip Coconut Muffins,12,45,https://www.foodista.com/recipe/SM62VQWH/chocolate-chip-coconut-muffins,https://img.spoonacular.com/recipes/638917-556x370.jpg,263.18,11.29,7.03,36.54
Zesty Lime Marinated Chicken with Homemade Watermelon Salsa,4,45,http://www.foodista.com/recipe/7RQYF8TW/zesty-lime-marinated-chicken-with-homemade-watermelon-salsa,https://img.spoonacular.com/recipes/665642-556x370.jpg,244.69,6.94,1.22,21.1
Smoky Deviled Eggs,12,45,https://www.foodista.com/recipe/SPRVKSWX/smokey-deviled-eggs,https://img.spoonacular.com/recipes/660404-556x370.jpg,191.9,18.22,3.57,0.79
Breakfast Biscuits and Gravy,4,45,http://www.foodista.com/recipe/S8F5B5H4/breakfast-biscuits-and-gravy,https://img.spoonacular.com/recipes/636026-556x370.jpg,1163.49,82.68,38.07,61.31
Strawberry Brie Tartlets,40,45,https://www.foodista.com/recipe/SMZPX55W/strawberry-brie-tartlets,https://img.spoonacular.com/recipes/661765-556x370.jpg,104.14,5.86,1.92,11.59
Minced Beef Curry,2,45,https://www.foodista.com/recipe/7HCZZZLC/minced-beef-curry,https://img.spoonacular.com/recipes/651911-556x370.jpg,513.27,31.58,11.72,25.59
Green Beans with Garlic Chips,4,45,http://www.foodista.com/recipe/4D3H7QM3/green-beans-with-garlic-chips,https://img.spoonacular.com/recipes/645416-556x370.jpg,177.96,13.08,4.65,14.6
Spicy Lump Crab and Avocado Salad,4,30,https://www.foodista.com/recipe/2F6R3J76/spicy-lump-crab-and-avocado-salad,https://img.spoonacular.com/recipes/661126-556x370.jpg,502.58,38.23,5.64,20.58
Oatmeal Coconut Cookies,32,45,https://www.foodista.com/recipe/PVVWD7DV/oatmeal-coconut-cookies,https://img.spoonacular.com/recipes/653445-556x370.jpg,77.5,4.3,2.99,9.22
Pan Seared Lamb Loin With Chimichurri & Roasted Trio Squash Salad With Goat Cheese and Pinenuts,4,45,https://www.foodista.com/recipe/46RBKQJ7/pan-seared-lamb-loin-with-chimmichurri-roasted-trio-squash-salad-with-goat-cheese-and-pinenuts,https://img.spoonacular.com/recipes/654432-556x370.jpg,491.85,43.3,14.74,6.67
Chocolate Banoffee Pie,8,240,https://www.foodista.com/recipe/CLQWBZND/chocolate-banoffee-pie,https://img.spoonacular.com/recipes/638832-556x370.jpg,860.43,50.16,28.77,95.28
Irish Colcannon,4,45,https://www.foodista.com/recipe/ZGGG65BK/irish-colcannon,https://img.spoonacular.com/recipes/647974-556x370.jpg,299.55,6.93,2.75,52.51
Cherry Coconut Milk Smoothie,2,45,https://www.foodandspice.com/2016/07/cherry-coconut-milk-smoothie.html,https://img.spoonacular.com/recipes/794350-556x370.jpg,305.09,17.36,14.45,38.07
Farmer's Market Wild Mushroom Risotto,6,45,https://www.foodista.com/recipe/4C8YNZY6/farmers-market-wild-mushroom-risotto,https://img.spoonacular.com/recipes/642595-556x370.jpg,569.36,29.29,7.28,60.95
Authentic Kentucky Bourbon Balls,36,45,https://www.foodista.com/recipe/VTJSNNMN/authentic-kentucky-bourbon-balls,https://img.spoonacular.com/recipes/633080-556x370.jpg,64.32,2.55,0.37,9.64
Navajo Fry Bread By Mommie Cooks,6,45,https://www.foodista.com/recipe/436TPYJC/navajo-fry-bread-by-mommie-cooks,https://img.spoonacular.com/recipes/652980-556x370.jpg,34.73,2.97,0.23,2.12
Bacon Ice Cream,2,45,https://www.foodista.com/recipe/G6ZNLSC3/bacon-ice-cream,https://img.spoonacular.com/recipes/633314-556x370.jpg,1039.89,99.83,31.0,4.8
Salmon Confit with Lemongrass Sauce,2,45,https://www.foodista.com/recipe/DKLPSG8W/salmon-confit-with-lemon-grass-sauce,https://img.spoonacular.com/recipes/659060-556x370.jpg,865.11,67.55,25.52,24.25
Tropical Pineapple Cupcakes,18,45,https://www.foodista.com/recipe/ZSQ2QYHF/tropical-pineapple-cupcakes,https://img.spoonacular.com/recipes/663861-556x370.jpg,408.33,8.53,4.73,80.68
Mini Chocolate Pudding Oreo Cheesecakes,12,45,http://www.foodista.com/recipe/BFDQW3W3/mini-chocolate-pudding-oreo-cheesecakes,https://img.spoonacular.com/recipes/651945-556x370.jpg,402.61,21.17,10.1,49.59
Fluffy frittata with spinach,4,45,https://www.foodista.com/recipe/Z3SVPNCV/fluffy-frittata-with-spinach,https://img.spoonacular.com/recipes/643150-556x370.jpg,281.89,20.28,7.56,5.43
Chicken and Mango Skewer,1,45,https://www.afrolems.com/2013/03/29/easter-special-chicken-and-mango-skewer/,https://img.spoonacular.com/recipes/716330-556x370.jpg,478.53,8.16,1.85,82.08
Brown Sugar Sponge Cookie with Chocolate Covered Caramels,24,45,https://www.foodista.com/recipe/54LYK776/brown-sugar-sponge-cookie-w-chocolate-covered-caramels,https://img.spoonacular.com/recipes/636315-556x370.jpg,49.72,1.67,1.0,7.72
Peanut Butter Cookie Bars,6,45,https://www.foodista.com/recipe/N3CCTP8Y/peanut-butter-cookie-bars,https://img.spoonacular.com/recipes/655279-556x370.jpg,846.28,55.65,24.62,79.52
Asian Pear and Gorgonzola Salad With Pomegranate Vinaigrette,20,45,https://www.foodista.com/recipe/Z4G2VRTD/asian-pear-and-gorgonzola-salad-with-pomegranate-vinaigrette,https://img.spoonacular.com/recipes/632862-556x370.jpg,77.65,4.87,1.04,7.24
Pork chops stuffed with tomatoes and spinach,4,45,https://www.foodista.com/recipe/288WGL8R/pork-chops-stuffed-with-tomatoes-and-spinach,https://img.spoonacular.com/recipes/656741-556x370.jpg,373.63,21.9,8.5,8.83
Mini Zucchini Bites (Cuadritos De Calabacin),12,45,https://www.foodista.com/recipe/PMJXPBDB/mini-zucchini-bites-cuadritos-de-calabacin,https://img.spoonacular.com/recipes/651987-556x370.jpg,316.23,18.02,8.4,25.57
Almond Cookie Bar,22,45,https://www.foodista.com/recipe/F3QRLC6D/almond-cookie-bar,https://img.spoonacular.com/recipes/632116-556x370.jpg,254.71,10.17,3.54,39.09
Buffalo Chicken Wings Wonton Wraps,20,45,https://www.foodista.com/recipe/6LDTLRRB/buffalo-chicken-wings-wonton-wraps,https://img.spoonacular.com/recipes/636411-556x370.jpg,35.28,1.03,0.42,4.54
Sweet and Spicy Nuts,32,45,https://www.foodista.com/recipe/D7DLT2RF/holiday-spiced-nuts,https://img.spoonacular.com/recipes/646847-556x370.jpg,66.52,5.35,1.07,4.01
